client_id,outcome,confidence,review_status
C00002818,Bad,0.76,Review Required
C00002819,Bad,0.94,Review Not Required
C00002820,Good,0.73,Review Required
C00002821,Bad,0.83,Review Not Required
C00002822,Good,0.72,Review Required
C00002823,Bad,0.87,Review Not Required
C00002824,Bad,0.88,Review Not Required
C00002825,Bad,0.89,Review Not Required
C00002826,Bad,1,Review Not Required
C00002827,Bad,0.81,Review Not Required
C00002828,Good,1,Review Not Required
C00002829,Good,0.84,Review Not Required
C00002830,Good,0.82,Review Not Required
C00002831,Bad,0.92,Review Not Required
C00002832,Good,0.89,Review Not Required
C00002833,Good,0.8,Review Not Required
C00002834,Good,0.96,Review Not Required
C00002835,Bad,0.9,Review Not Required
C00002836,Bad,0.96,Review Not Required
C00002837,Bad,0.83,Review Not Required
C00002838,Good,0.84,Review Not Required
C00002839,Good,0.78,Review Required
C00002840,Bad,1,Review Not Required
C00002841,Bad,0.81,Review Not Required
C00002842,Bad,0.86,Review Not Required
C00002843,Bad,1,Review Not Required
C00002844,Bad,0.9,Review Not Required
C00002845,Bad,0.88,Review Not Required
C00002846,Good,0.79,Review Required
C00002847,Good,0.8,Review Not Required
C00002848,Bad,0.9,Review Not Required
C00002849,Good,0.86,Review Not Required
C00002850,Bad,0.86,Review Not Required
C00002851,Good,0.76,Review Required
C00002852,Good,0.94,Review Not Required
C00002853,Good,0.87,Review Not Required
C00002854,Bad,0.86,Review Not Required
C00002855,Bad,0.91,Review Not Required
C00002856,Bad,0.84,Review Not Required
C00002857,Bad,0.85,Review Not Required
C00002858,Good,0.84,Review Not Required
C00002859,Good,0.78,Review Required
C00002860,Bad,0.9,Review Not Required
C00002862,Bad,0.93,Review Not Required
C00002863,Good,0.8,Review Not Required
C00002864,Bad,0.82,Review Not Required
C00002865,Good,0.95,Review Not Required
C00002866,Good,1,Review Not Required
C00002867,Bad,0.86,Review Not Required
C00002868,Good,0.87,Review Not Required
C00002869,Bad,0.94,Review Not Required
C00002870,Bad,0.89,Review Not Required
C00002871,Bad,0.92,Review Not Required
C00002872,Bad,0.96,Review Not Required
C00002873,Bad,0.95,Review Not Required
C00002874,Bad,0.95,Review Not Required
C00002875,Good,0.92,Review Not Required
C00002876,Bad,0.92,Review Not Required
C00002877,Bad,0,Review Required
C00002878,Bad,0.86,Review Not Required
C00002879,Good,0.88,Review Not Required
C00002880,Good,0.88,Review Not Required
C00002881,Good,0.83,Review Not Required
C00002882,Bad,1,Review Not Required
C00002883,Good,0.82,Review Not Required
C00002884,Bad,0.86,Review Not Required
C00002885,Good,0.74,Review Required
C00002886,Bad,0.83,Review Not Required
C00002887,Good,0.93,Review Not Required
C00002888,Bad,0.81,Review Not Required
C00002889,Bad,0.88,Review Not Required
C00002890,Bad,0.86,Review Not Required
C00002891,Good,0.85,Review Not Required
C00002892,Good,1,Review Not Required
C00002893,Bad,0.86,Review Not Required
C00002894,Good,0.88,Review Not Required
C00002895,Bad,0.98,Review Not Required
C00002896,Good,0.8,Review Not Required
C00002897,Good,0.93,Review Not Required
C00002898,Bad,0.89,Review Not Required
C00002899,Good,0.93,Review Not Required
C00002900,Bad,0.87,Review Not Required
C00002901,Bad,0.86,Review Not Required
C00002902,Good,0.96,Review Not Required
C00002903,Good,0.87,Review Not Required
C00002904,Good,0.82,Review Not Required
C00002905,Good,0.88,Review Not Required
C00002906,Bad,0.83,Review Not Required
C00002907,Good,0.82,Review Not Required
C00002908,Good,0.97,Review Not Required
C00002909,Bad,0.9,Review Not Required
C00002910,Bad,0.95,Review Not Required
C00002911,Good,0.87,Review Not Required
C00002912,Good,0.88,Review Not Required
C00002913,Bad,0.83,Review Not Required
C00002915,Bad,0.91,Review Not Required
C00002916,Bad,0.91,Review Not Required
C00002917,Good,0.84,Review Not Required
C00002918,Good,0.97,Review Not Required
C00002919,Good,0.84,Review Not Required
C00002920,Bad,0.95,Review Not Required
C00002921,Bad,0.76,Review Required
C00002922,Bad,0.98,Review Not Required
C00002923,Bad,0.8,Review Not Required
C00002924,Bad,0.97,Review Not Required
C00002925,Good,0.92,Review Not Required
C00002926,Good,0.89,Review Not Required
C00002927,Bad,0.81,Review Not Required
C00002928,Bad,0.91,Review Not Required
C00002929,Good,0.96,Review Not Required
C00002930,Bad,0.84,Review Not Required
C00002932,Bad,0.92,Review Not Required
C00002933,Good,0.79,Review Required
C00002934,Good,0.9,Review Not Required
C00002935,Good,0.75,Review Required
C00002936,Bad,0.81,Review Not Required
C00002937,Good,0.81,Review Not Required
C00002938,Bad,0.81,Review Not Required
C00002939,Good,0.81,Review Not Required
C00002940,Good,0.91,Review Not Required
C00002941,Good,0.83,Review Not Required
C00002942,Bad,0.88,Review Not Required
C00002943,Bad,0.72,Review Required
C00002944,Good,0.82,Review Not Required
C00002945,Good,0.86,Review Not Required
C00002946,Good,0.77,Review Required
C00002947,Bad,0.95,Review Not Required
C00002948,Good,0.84,Review Not Required
C00002949,Bad,0.81,Review Not Required
C00002950,Good,0.79,Review Required
C00002951,Bad,0.84,Review Not Required
C00002952,Good,0.95,Review Not Required
C00002953,Good,0.88,Review Not Required
C00002954,Good,0.94,Review Not Required
C00002955,Bad,0.9,Review Not Required
C00002956,Bad,0.78,Review Required
C00002957,Good,0.99,Review Not Required
C00002958,Good,0.87,Review Not Required
C00002959,Bad,0.73,Review Required
C00002960,Good,0.88,Review Not Required
C00002961,Bad,0.98,Review Not Required
C00002962,Good,0.74,Review Required
C00002963,Good,0.96,Review Not Required
C00002964,Bad,0.93,Review Not Required
C00002965,Good,0.87,Review Not Required
C00002966,Good,0.9,Review Not Required
C00002967,Good,0.86,Review Not Required
C00002968,Good,0.99,Review Not Required
C00002969,Bad,0.83,Review Not Required
C00002970,Bad,0.93,Review Not Required
C00002971,Bad,0.72,Review Required
C00002972,Bad,0.89,Review Not Required
C00002974,Good,0.75,Review Required
C00002975,Bad,0.91,Review Not Required
C00002976,Bad,0.8,Review Not Required
C00002977,Good,0.9,Review Not Required
C00002978,Good,0.83,Review Not Required
C00002979,Good,0.93,Review Not Required
C00002980,Bad,0.91,Review Not Required
C00002981,Bad,0.79,Review Required
C00002982,Bad,0.97,Review Not Required
C00002983,Good,0.83,Review Not Required
C00002984,Bad,0.87,Review Not Required
C00002985,Good,0.8,Review Not Required
C00002986,Bad,0.87,Review Not Required
C00002987,Bad,0.85,Review Not Required
C00002988,Good,0.87,Review Not Required
C00002989,Bad,0.99,Review Not Required
C00002990,Good,0.73,Review Required
C00002991,Good,0.97,Review Not Required
C00002992,Bad,0.96,Review Not Required
C00002994,Bad,0.92,Review Not Required
C00002995,Good,0.86,Review Not Required
C00002996,Bad,0.83,Review Not Required
C00002997,Good,0.85,Review Not Required
C00002998,Bad,0.81,Review Not Required
C00002999,Bad,0.84,Review Not Required
C00003000,Bad,0.88,Review Not Required
C00003001,Good,0.75,Review Required
C00003002,Good,0.93,Review Not Required
C00003003,Bad,0.82,Review Not Required
C00003004,Good,0.82,Review Not Required
C00003005,Good,0.9,Review Not Required
C00003006,Good,0.85,Review Not Required
C00003007,Good,0.81,Review Not Required
C00003008,Bad,0.94,Review Not Required
C00003009,Good,0.99,Review Not Required
C00003010,Bad,0.9,Review Not Required
C00003011,Bad,0.83,Review Not Required
C00003012,Bad,0.9,Review Not Required
C00003013,Bad,0.95,Review Not Required
C00003014,Bad,0.81,Review Not Required
C00003015,Bad,0.95,Review Not Required
C00003016,Bad,0.96,Review Not Required
C00003017,Good,0.82,Review Not Required
C00003018,Bad,0.95,Review Not Required
C00003019,Bad,0.93,Review Not Required
C00003020,Good,0.88,Review Not Required
C00003021,Bad,0.86,Review Not Required
C00003022,Bad,0.83,Review Not Required
C00003023,Bad,0.92,Review Not Required
C00003024,Bad,0.92,Review Not Required
C00003025,Bad,1,Review Not Required
C00003026,Good,0.78,Review Required
C00003027,Good,0.95,Review Not Required
C00003028,Good,0.89,Review Not Required
C00003029,Bad,0.82,Review Not Required
C00003030,Bad,0.97,Review Not Required
C00003031,Bad,0.76,Review Required
C00003032,Good,0.76,Review Required
C00003035,Bad,0.93,Review Not Required
C00003036,Bad,0.97,Review Not Required
C00003037,Bad,0.82,Review Not Required
C00003038,Good,0.9,Review Not Required
C00003039,Good,0.8,Review Not Required
C00003041,Bad,0.77,Review Required
C00003042,Bad,1,Review Not Required
C00003043,Good,0.86,Review Not Required
C00003044,Good,0.74,Review Required
C00003045,Good,0.87,Review Not Required
C00003046,Bad,0.85,Review Not Required
C00003047,Bad,0.85,Review Not Required
C00003048,Good,0.8,Review Not Required
C00003049,Bad,0.83,Review Not Required
C00003050,Bad,0.87,Review Not Required
C00003051,Good,0.81,Review Not Required
C00003054,Good,0.96,Review Not Required
C00003055,Good,0.85,Review Not Required
C00003056,Bad,0.87,Review Not Required
C00003057,Bad,0.79,Review Required
C00003058,Bad,0.87,Review Not Required
C00003059,Bad,0.92,Review Not Required
C00003060,Bad,0.75,Review Required
C00003061,Bad,0.89,Review Not Required
C00003062,Bad,0.99,Review Not Required
C00003063,Good,0.81,Review Not Required
C00003064,Good,0.86,Review Not Required
C00003065,Bad,0.89,Review Not Required
C00003066,Bad,0.73,Review Required
C00003067,Bad,0.91,Review Not Required
C00003068,Bad,1,Review Not Required
C00003069,Good,0.84,Review Not Required
C00003070,Good,0.72,Review Required
C00003071,Good,0.8,Review Not Required
C00003072,Good,0.74,Review Required
C00003073,Good,0.85,Review Not Required
C00003074,Bad,0.83,Review Not Required
C00003075,Bad,0.93,Review Not Required
C00003076,Bad,0.87,Review Not Required
C00003077,Bad,0.83,Review Not Required
C00003078,Bad,0.94,Review Not Required
C00003079,Bad,0.79,Review Required
C00003080,Good,1,Review Not Required
C00003081,Bad,0.97,Review Not Required
C00003082,Good,0.88,Review Not Required
C00003083,Bad,0.95,Review Not Required
C00003084,Good,0.92,Review Not Required
C00003085,Good,0.9,Review Not Required
C00003086,Good,0.91,Review Not Required
C00003087,Good,0.72,Review Required
C00003088,Good,0.9,Review Not Required
C00003089,Bad,0.94,Review Not Required
C00003090,Good,0.85,Review Not Required
C00003091,Good,0.77,Review Required
C00003092,Bad,0.86,Review Not Required
C00003093,Bad,0.84,Review Not Required
C00003094,Good,0.94,Review Not Required
C00003095,Good,0.75,Review Required
C00003096,Good,0.93,Review Not Required
C00003097,Good,0.75,Review Required
C00003098,Bad,0.84,Review Not Required
C00003099,Good,0.73,Review Required
C00003100,Good,0.95,Review Not Required
C00003101,Bad,0.85,Review Not Required
C00003102,Good,0.97,Review Not Required
C00003103,Bad,0.9,Review Not Required
C00003104,Good,0.73,Review Required
C00003105,Bad,0.98,Review Not Required
C00003106,Good,0.73,Review Required
C00003107,Good,0.91,Review Not Required
C00003108,Bad,0.84,Review Not Required
C00003109,Good,0.94,Review Not Required
C00003110,Bad,0.97,Review Not Required
C00003111,Good,0.82,Review Not Required
C00003112,Bad,0.72,Review Required
C00003113,Bad,0.94,Review Not Required
C00003114,Good,0.85,Review Not Required
C00003115,Good,0.98,Review Not Required
C00003116,Good,0.89,Review Not Required
C00003117,Bad,0.82,Review Not Required
C00003118,Good,0.88,Review Not Required
C00003119,Bad,0.85,Review Not Required
C00003120,Good,0.84,Review Not Required
C00003121,Good,0.92,Review Not Required
C00003122,Bad,0.96,Review Not Required
C00003123,Good,0.72,Review Required
C00003124,Bad,0.86,Review Not Required
C00003125,Good,0.86,Review Not Required
C00003126,Bad,0.89,Review Not Required
C00003127,Bad,0.81,Review Not Required
C00003128,Good,0.87,Review Not Required
C00003129,Good,0.96,Review Not Required
C00003130,Bad,0.86,Review Not Required
C00003131,Good,0.96,Review Not Required
C00003132,Good,0.73,Review Required
C00003133,Good,0.93,Review Not Required
C00003134,Good,0.84,Review Not Required
C00003135,Bad,0.89,Review Not Required
C00003136,Bad,0.85,Review Not Required
C00003137,Good,0.95,Review Not Required
C00003138,Good,0.88,Review Not Required
C00003139,Bad,0.79,Review Required
C00003140,Good,0.82,Review Not Required
C00003141,Bad,0.98,Review Not Required
C00003142,Bad,0.98,Review Not Required
C00003143,Good,0.82,Review Not Required
C00003144,Bad,0.97,Review Not Required
C00003145,Good,0.73,Review Required
C00003146,Bad,0.95,Review Not Required
C00003147,Bad,0.95,Review Not Required
C00003148,Good,0.99,Review Not Required
C00003149,Bad,0.93,Review Not Required
C00003150,Bad,0.81,Review Not Required
C00003151,Good,0.9,Review Not Required
C00003152,Good,0.92,Review Not Required
C00003153,Good,0.85,Review Not Required
C00003154,Bad,0.91,Review Not Required
C00003155,Bad,0.84,Review Not Required
C00003156,Bad,0.95,Review Not Required
C00003157,Bad,0.93,Review Not Required
C00003158,Bad,0.83,Review Not Required
C00003159,Good,0.88,Review Not Required
C00003160,Bad,0.91,Review Not Required
C00003161,Good,0.74,Review Required
C00003162,Bad,0.88,Review Not Required
C00003163,Bad,0.93,Review Not Required
C00003164,Bad,0.8,Review Not Required
C00003165,Bad,0.79,Review Required
C00003166,Good,0.96,Review Not Required
C00003167,Bad,0.76,Review Required
C00003170,Bad,0.96,Review Not Required
C00003171,Good,0.78,Review Required
C00003172,Good,0.87,Review Not Required
C00003173,Bad,0.89,Review Not Required
C00003174,Bad,0.94,Review Not Required
C00003175,Bad,0.81,Review Not Required
C00003176,Bad,0.78,Review Required
C00003177,Bad,0.77,Review Required
C00003178,Good,0.85,Review Not Required
C00003179,Good,0.87,Review Not Required
C00003180,Bad,0.74,Review Required
C00003181,Good,0.75,Review Required
C00003182,Bad,0.85,Review Not Required
C00003183,Good,0.9,Review Not Required
C00003184,Good,1,Review Not Required
C00003185,Bad,0.83,Review Not Required
C00003186,Bad,0.93,Review Not Required
C00003187,Bad,0.83,Review Not Required
C00003188,Good,0.92,Review Not Required
C00003190,Bad,0.87,Review Not Required
C00003191,Bad,0.84,Review Not Required
C00003192,Good,0.82,Review Not Required
C00003193,Good,0.85,Review Not Required
C00003194,Bad,0.92,Review Not Required
C00003195,Good,0.87,Review Not Required
C00003196,Good,0.9,Review Not Required
C00003197,Good,0.94,Review Not Required
C00003198,Good,0.89,Review Not Required
C00003199,Bad,0.8,Review Not Required
C00003200,Good,0.85,Review Not Required
C00003201,Good,0.81,Review Not Required
C00003202,Bad,0.79,Review Required
C00003203,Bad,0.82,Review Not Required
C00003204,Good,0.86,Review Not Required
C00003205,Good,0.88,Review Not Required
C00003206,Bad,0.96,Review Not Required
C00003207,Bad,0.85,Review Not Required
C00003208,Bad,0.8,Review Not Required
C00003209,Good,0.87,Review Not Required
C00003210,Bad,0.94,Review Not Required
C00003211,Bad,0.98,Review Not Required
C00003213,Bad,0.9,Review Not Required
C00003214,Good,0.75,Review Required
C00003215,Bad,0.82,Review Not Required
C00003216,Bad,0.99,Review Not Required
C00003217,Bad,0.97,Review Not Required
C00003218,Bad,0.76,Review Required
C00003219,Good,0.84,Review Not Required
C00003220,Bad,0.72,Review Required
C00003221,Good,0.91,Review Not Required
C00003222,Good,0.73,Review Required
C00003225,Good,0.99,Review Not Required
C00003226,Good,0.87,Review Not Required
C00003227,Bad,0.88,Review Not Required
C00003228,Bad,0.85,Review Not Required
C00003229,Good,0.72,Review Required
C00003230,Bad,0.99,Review Not Required
C00003231,Good,0.89,Review Not Required
C00003232,Bad,0.9,Review Not Required
C00003233,Bad,0.91,Review Not Required
C00003234,Bad,0.82,Review Not Required
C00003235,Bad,0.92,Review Not Required
C00003236,Good,0.83,Review Not Required
C00003239,Good,0.84,Review Not Required
C00003240,Good,0.73,Review Required
C00003241,Good,0.98,Review Not Required
C00003242,Bad,0.83,Review Not Required
C00003243,Bad,0.72,Review Required
C00003244,Good,0.91,Review Not Required
C00003245,Good,0.84,Review Not Required
C00003246,Good,0.8,Review Not Required
C00003247,Good,0.83,Review Not Required
C00003248,Good,0.93,Review Not Required
C00003249,Good,0.77,Review Required
C00003250,Bad,0.81,Review Not Required
C00003251,Good,0.8,Review Not Required
C00003252,Good,0.79,Review Required
C00003253,Bad,0.92,Review Not Required
C00003254,Bad,0.88,Review Not Required
C00003255,Good,0.84,Review Not Required
C00003256,Good,0.98,Review Not Required
C00003257,Good,0.81,Review Not Required
C00003258,Good,0.73,Review Required
C00003259,Good,0.98,Review Not Required
C00003260,Good,0.84,Review Not Required
C00003261,Bad,0.73,Review Required
C00003262,Bad,0.78,Review Required
C00003264,Bad,0.97,Review Not Required
C00003265,Bad,0.82,Review Not Required
C00003266,Good,0.76,Review Required
C00003267,Good,0.82,Review Not Required
C00003268,Bad,0.94,Review Not Required
C00003269,Bad,0.82,Review Not Required
C00003270,Good,0.87,Review Not Required
C00003271,Bad,0.73,Review Required
C00003272,Bad,0.93,Review Not Required
C00003273,Good,0.78,Review Required
C00003274,Good,0.84,Review Not Required
C00003275,Bad,0.92,Review Not Required
C00003276,Bad,0.82,Review Not Required
C00003277,Bad,0.91,Review Not Required
C00003278,Good,0.87,Review Not Required
C00003279,Good,0.72,Review Required
C00003280,Bad,0.83,Review Not Required
C00003281,Good,0.8,Review Not Required
C00003282,Good,0.85,Review Not Required
C00003283,Good,0.81,Review Not Required
C00003284,Bad,0.95,Review Not Required
C00003285,Good,0.78,Review Required
C00003286,Good,0.98,Review Not Required
C00003287,Bad,0.83,Review Not Required
C00003288,Good,0.72,Review Required
C00003289,Bad,0.86,Review Not Required
C00003290,Bad,0.9,Review Not Required
C00003291,Bad,0.82,Review Not Required
C00003292,Bad,0.82,Review Not Required
C00003293,Good,0.83,Review Not Required
C00003294,Good,0.87,Review Not Required
C00003295,Good,0.86,Review Not Required
C00003296,Bad,0.91,Review Not Required
C00003297,Bad,0.89,Review Not Required
C00003298,Good,0.89,Review Not Required
C00003299,Bad,0.93,Review Not Required
C00003300,Good,0.78,Review Required
C00003302,Bad,0.91,Review Not Required
C00003303,Bad,0.86,Review Not Required
C00003304,Good,0.88,Review Not Required
C00003305,Good,0.99,Review Not Required
C00003306,Good,0.78,Review Required
C00003307,Bad,0.89,Review Not Required
C00003308,Bad,0.95,Review Not Required
C00003309,Good,0.85,Review Not Required
C00003310,Good,0.72,Review Required
C00003311,Bad,0.73,Review Required
C00003312,Good,0.99,Review Not Required
C00003313,Good,0.86,Review Not Required
C00003314,Good,0.77,Review Required
C00003315,Bad,0.8,Review Not Required
C00003316,Good,0.8,Review Not Required
C00003317,Bad,0.81,Review Not Required
C00003319,Bad,0.95,Review Not Required
C00003320,Bad,0.96,Review Not Required
C00003321,Good,0.85,Review Not Required
C00003322,Good,0.74,Review Required
C00003323,Good,0.93,Review Not Required
C00003324,Bad,0.98,Review Not Required
C00003325,Bad,0.83,Review Not Required
C00003326,Good,0.92,Review Not Required
C00003327,Good,0.99,Review Not Required
C00003328,Bad,0.84,Review Not Required
C00003329,Bad,0.9,Review Not Required
C00003330,Bad,0.8,Review Not Required
C00003331,Bad,0.8,Review Not Required
C00003332,Good,0.76,Review Required
C00003333,Bad,0.79,Review Required
C00003334,Bad,0.79,Review Required
C00003335,Good,0.87,Review Not Required
C00003336,Good,0.89,Review Not Required
C00003337,Good,0.82,Review Not Required
C00003338,Bad,0.75,Review Required
C00003339,Good,0.81,Review Not Required
C00003340,Bad,0.82,Review Not Required
C00003341,Good,0.82,Review Not Required
C00003342,Bad,0.76,Review Required
C00003344,Good,0.8,Review Not Required
C00003345,Bad,0.83,Review Not Required
C00003346,Good,0.87,Review Not Required
C00003347,Good,0.82,Review Not Required
C00003348,Good,0.95,Review Not Required
C00003349,Bad,0.95,Review Not Required
C00003350,Good,0.83,Review Not Required
C00003351,Good,0.96,Review Not Required
C00003352,Good,1,Review Not Required
C00003353,Bad,0.8,Review Not Required
C00003354,Good,0.87,Review Not Required
C00003355,Good,0.8,Review Not Required
C00003356,Bad,0.87,Review Not Required
C00003357,Bad,0.87,Review Not Required
C00003358,Bad,0.8,Review Not Required
C00003359,Bad,0.73,Review Required
C00003360,Bad,0.81,Review Not Required
C00003361,Good,0.82,Review Not Required
C00003365,Bad,0.8,Review Not Required
C00003366,Good,0.92,Review Not Required
C00003367,Bad,0.95,Review Not Required
C00003368,Good,0.99,Review Not Required
C00003369,Good,0.91,Review Not Required
C00003370,Bad,0.75,Review Required
C00003371,Bad,0.76,Review Required
C00003372,Bad,0.81,Review Not Required
C00003373,Bad,0.73,Review Required
C00003374,Good,0.74,Review Required
C00003375,Bad,0.87,Review Not Required
C00003376,Bad,0.85,Review Not Required
C00003377,Bad,0.87,Review Not Required
C00003378,Good,0.82,Review Not Required
C00003379,Bad,0.76,Review Required
C00003380,Good,0.81,Review Not Required
C00003381,Bad,0.91,Review Not Required
C00003382,Good,0.88,Review Not Required
C00003383,Good,0.85,Review Not Required
C00003384,Bad,0.98,Review Not Required
C00003385,Good,0.81,Review Not Required
C00003386,Bad,0.92,Review Not Required
C00003387,Bad,0.87,Review Not Required
C00003388,Bad,0.99,Review Not Required
C00003389,Good,0.88,Review Not Required
C00003390,Bad,0.97,Review Not Required
C00003391,Good,0.96,Review Not Required
C00003392,Good,0.98,Review Not Required
C00003393,Good,0.84,Review Not Required
C00003394,Bad,0.93,Review Not Required
C00003395,Good,0.74,Review Required
C00003396,Bad,0.89,Review Not Required
C00003397,Good,0.84,Review Not Required
C00003398,Good,0.79,Review Required
C00003399,Good,0.82,Review Not Required
C00003402,Good,0.86,Review Not Required
C00003403,Bad,0.86,Review Not Required
C00003404,Bad,0.94,Review Not Required
C00003405,Bad,0.89,Review Not Required
C00003406,Good,0.83,Review Not Required
C00003407,Good,0.88,Review Not Required
C00003408,Good,1,Review Not Required
C00003409,Bad,0.91,Review Not Required
C00003410,Good,0.9,Review Not Required
C00003412,Good,0.84,Review Not Required
C00003413,Bad,0.93,Review Not Required
C00003414,Good,0.8,Review Not Required
C00003415,Good,0.9,Review Not Required
C00003416,Good,0.85,Review Not Required
C00003417,Good,0.93,Review Not Required
C00003418,Bad,0.99,Review Not Required
C00003420,Bad,0.77,Review Required
C00003421,Bad,0.74,Review Required
C00003422,Good,0.83,Review Not Required
C00003423,Good,0.87,Review Not Required
C00003424,Bad,0.88,Review Not Required
C00003425,Good,0.73,Review Required
C00003426,Bad,1,Review Not Required
C00003427,Good,0.8,Review Not Required
C00003428,Bad,0.97,Review Not Required
C00003429,Good,0.83,Review Not Required
C00003430,Bad,0.93,Review Not Required
C00003431,Good,0.95,Review Not Required
C00003432,Bad,0.8,Review Not Required
C00003433,Bad,0.96,Review Not Required
C00003434,Bad,0.95,Review Not Required
C00003435,Good,0.88,Review Not Required
C00003436,Bad,0.85,Review Not Required
C00003437,Bad,0.92,Review Not Required
C00003438,Good,0.91,Review Not Required
C00003439,Bad,0.91,Review Not Required
C00003440,Bad,0.89,Review Not Required
C00003441,Good,0.72,Review Required
C00003443,Bad,0.85,Review Not Required
C00003444,Good,0.78,Review Required
C00003445,Good,1,Review Not Required
C00003446,Bad,0.86,Review Not Required
C00003447,Good,0.91,Review Not Required
C00003448,Good,0.75,Review Required
C00003449,Good,0.95,Review Not Required
C00003450,Bad,0.84,Review Not Required
C00003451,Bad,0.85,Review Not Required
C00003452,Bad,0.86,Review Not Required
C00003453,Bad,0.84,Review Not Required
C00003454,Bad,0.84,Review Not Required
C00003455,Bad,0.74,Review Required
C00003456,Bad,0.9,Review Not Required
C00003457,Bad,0.99,Review Not Required
C00003458,Bad,0.9,Review Not Required
C00003459,Good,0.84,Review Not Required
C00003460,Good,0.94,Review Not Required
C00003461,Good,0.93,Review Not Required
C00003462,Good,0.9,Review Not Required
C00003463,Good,0.96,Review Not Required
C00003464,Bad,0.84,Review Not Required
C00003465,Good,0.95,Review Not Required
C00003466,Bad,0.93,Review Not Required
C00003467,Bad,0.88,Review Not Required
C00003468,Bad,0.76,Review Required
C00003469,Good,0.92,Review Not Required
C00003470,Good,0.93,Review Not Required
C00003471,Bad,0.87,Review Not Required
C00003472,Good,0.72,Review Required
C00003473,Good,0.88,Review Not Required
C00003474,Good,0.88,Review Not Required
C00003475,Bad,0.72,Review Required
C00003476,Good,1,Review Not Required
C00003477,Good,0.84,Review Not Required
C00003478,Bad,0.82,Review Not Required
C00003479,Bad,0.86,Review Not Required
C00003480,Bad,0.88,Review Not Required
C00003481,Bad,0.83,Review Not Required
C00003482,Bad,0.89,Review Not Required
C00003483,Good,0.79,Review Required
C00003484,Bad,0.83,Review Not Required
C00003485,Bad,0.86,Review Not Required
C00003486,Bad,0.81,Review Not Required
C00003487,Good,0.85,Review Not Required
C00003488,Bad,0.88,Review Not Required
C00003489,Bad,1,Review Not Required
C00003490,Good,0.81,Review Not Required
C00003491,Good,1,Review Not Required
C00003492,Good,0.76,Review Required
C00003493,Good,0.97,Review Not Required
C00003494,Good,0.97,Review Not Required
C00003495,Bad,0.8,Review Not Required
C00003496,Good,0.84,Review Not Required
C00003497,Bad,0.88,Review Not Required
C00003498,Bad,0.86,Review Not Required
C00003499,Bad,0.82,Review Not Required
C00003500,Good,0.91,Review Not Required
C00003501,Bad,0.89,Review Not Required
C00003502,Good,0.83,Review Not Required
C00003503,Bad,0.95,Review Not Required
C00003504,Bad,0.87,Review Not Required
C00003505,Good,0.84,Review Not Required
C00003506,Bad,0.97,Review Not Required
C00003507,Bad,0.94,Review Not Required
C00003508,Bad,0.85,Review Not Required
C00003509,Good,0.92,Review Not Required
C00003510,Bad,0.88,Review Not Required
C00003511,Good,0.73,Review Required
C00003512,Good,0.82,Review Not Required
C00003513,Good,0.76,Review Required
C00003514,Bad,0.73,Review Required
C00003515,Bad,0.88,Review Not Required
C00003516,Good,0.8,Review Not Required
C00003517,Bad,0.81,Review Not Required
C00003518,Bad,0.93,Review Not Required
C00003519,Good,0.73,Review Required
C00003520,Bad,0.93,Review Not Required
C00003521,Good,1,Review Not Required
C00003522,Good,0.94,Review Not Required
C00003523,Good,0.91,Review Not Required
C00003524,Bad,0.89,Review Not Required
C00003525,Bad,0.83,Review Not Required
C00003526,Bad,0.93,Review Not Required
C00003527,Bad,0.97,Review Not Required
C00003528,Bad,0.93,Review Not Required
C00003529,Bad,0.85,Review Not Required
C00003530,Good,0.83,Review Not Required
C00003531,Good,0.82,Review Not Required
C00003532,Good,0.98,Review Not Required
C00003533,Good,0.84,Review Not Required
C00003534,Bad,0.87,Review Not Required
C00003535,Good,0.85,Review Not Required
C00003536,Bad,0.83,Review Not Required
C00003537,Bad,0.81,Review Not Required
C00003538,Bad,0.72,Review Required
C00003539,Bad,0.92,Review Not Required
C00003540,Bad,0.91,Review Not Required
C00003541,Good,0.93,Review Not Required
C00003542,Bad,0.82,Review Not Required
C00003543,Good,0.74,Review Required
C00003544,Good,0.97,Review Not Required
C00003545,Good,0,Review Required
C00003546,Good,0.92,Review Not Required
C00003547,Bad,0.86,Review Not Required
C00003548,Good,0.98,Review Not Required
C00003549,Good,0.92,Review Not Required
C00003550,Good,0.94,Review Not Required
C00003552,Good,0.85,Review Not Required
C00003554,Bad,0.82,Review Not Required
C00003555,Bad,0.95,Review Not Required
C00003556,Bad,0.86,Review Not Required
C00003557,Good,0.92,Review Not Required
C00003558,Good,0.76,Review Required
C00003559,Good,0.81,Review Not Required
C00003560,Good,0.89,Review Not Required
C00003562,Bad,0.93,Review Not Required
C00003563,Good,0.89,Review Not Required
C00003564,Bad,0.93,Review Not Required
C00003565,Good,0.89,Review Not Required
C00003566,Good,0.95,Review Not Required
C00003567,Good,0.75,Review Required
C00003568,Bad,0.95,Review Not Required
C00003569,Bad,0.97,Review Not Required
C00003570,Bad,0.75,Review Required
C00003571,Good,0.88,Review Not Required
C00003572,Bad,0.91,Review Not Required
C00003573,Bad,0.85,Review Not Required
C00003574,Good,0.95,Review Not Required
C00003575,Bad,0.93,Review Not Required
C00003576,Bad,0.95,Review Not Required
C00003577,Good,0.93,Review Not Required
C00003578,Good,0.87,Review Not Required
C00003579,Good,0.98,Review Not Required
C00003580,Good,0.88,Review Not Required
