clientid,maid,device_type,sha1_hashed_email,collection_timestamp,ip_address,source_id
C00002432,7J9UM7P3-755Z-74TS-T550-XX9VBQ74G9HW,ios,d5a877c35f986c35738a3dbe40abefb3b5c222d2,1566171211000,69.565.69.608,10
C00002433,338Q7DW9-UDZU-Y356-1014-2864WQ5110NK,ios,76ed2009bdcad92fc83f1601550a8022230aee1d,1589844811000,84.113.79.735,15
C00002434,k2qx3e5i-ib1o-lxf9-nvgv-15iuu1y274m8,android,f2479d7e203dc3777585c13db9b040b107f93b9f,1563838411000,45.069.14.541,5
C00002435,6avdyap9-9668-9822-13q9-8t0d7ynedigs,android,0f24ae700fbb5f7e8689fb819c4aff432f715e34,1573774411000,96.510.03.008,2
C00002436,A3B3892M-4199-18S0-G3CD-E2J6IC2R6QB3,ios,ee0caaf0d55020235184046770b51bf97adfb6ca,1577489611000,44.982.31.414,15
C00002437,H65QSK41-5JEM-JD1G-HHZS-VJ8IQ12AD33B,ios,f22b9e143ae0ec9b22fb82e992645bf922471765,1551396811000,85.066.63.911,6
C00002438,1F5476E9-8KXE-E866-43U6-76527I9V3PK3,ios,ed1e880549bb999a8f0cab73bb9736c7f34eb61c,1585006411000,24.874.50.125,9
C00002439,58KIDU45-I93K-Y495-5V9Z-WG9743W1157D,ios,e4d987e1dada55c0894972a5312d448e77642636,1600904011000,65.166.09.880,12
C00002440,19J7KIU5-V0N4-6684-F825-5ZIH1ZH32195,ios,41e4cb06ca6d21a93749cabb60e5e629f5806eb4,1563233611000,94.652.69.493,2
C00002441,4ht6stzh-7d7z-13rp-1741-zhh61ub2t3r3,android,082740258470e37c01f1cf9b003402fb3ed30f71,1597448011000,99.895.02.661,10
C00002442,p0c3c90z-m947-460x-04a3-kp97lr7148kr,android,36cf734d2721176c87795acaf11d5503779c0f02,1539560011000,84.909.59.686,13
C00002443,zjt4v427-0m9o-tuf7-5gc0-ept0msu1y981,android,83befddfc16115e183905c9efd27eb09b24ecbd4,1548804811000,30.642.06.066,4
C00002444,H4CS89B1-4TFZ-6MRC-50Y7-W77KEKAD5O30,ios,0ccf774c680423b478242ab537f78e6c95529d99,1527636811000,48.677.71.246,15
C00002445,23slp02p-097l-d4k1-779v-n79n1ysvgiq3,android,1d41dab511c984689e896d5314611206cc3eb907,1522366411000,70.957.77.805,2
C00002447,902q33dr-fhut-31p9-595e-ny8kyer8or69,android,38b16efeeb803c8d4f527985bfc833e10182815a,1544571211000,28.466.77.312,3
C00002448,05HJ7SSJ-A05U-BWTL-N3G3-E6T523H1HP0C,ios,411b17399b69ea4c88ca80342c8a3382119914fe,1518824011000,28.769.26.032,16
C00002449,8Q1N4R67-Z60Q-L70O-GC1S-435A35O45GO9,ios,c552bea986b14c633308a18b9ce02be41b75ee22,1589153611000,93.649.26.133,13
C00002450,632ergj4-wb1n-a710-ga91-5qnt8j443d1h,android,a10a8b6c244403835e667249b1e46f6eb75e1313,1546212811000,91.420.06.576,17
C00002451,ha16s3j3-2l18-6q1f-s738-737a6rv05kls,android,751c1cd56e16288cef4469789dc4817d6bc4f0bd,1530056011000,19.884.32.645,4
C00002452,7C422O61-0DL0-759D-8H2J-1Q9R1HX724Q6,ios,ae265f5ad9ee7a2e20af8af6354764491dec296c,1556926411000,46.894.07.356,9
C00002453,F6T6Z95N-93P6-8TBW-6ERA-HQ8TA0ISDWQG,ios,203eb679352ae02ebeed6811e2f20c3c779be7f9,1553902411000,97.247.54.671,9
C00002454,CR528A88-5A7G-46A0-CTI3-G3J6MJOFB6FG,ios,8268a15adc78613aec81e8a2a4165e933a175cbd,1550014411000,26.271.33.380,8
C00002455,4XTJ9V3K-LTF7-T1Q2-1G2Q-1I107Y91B96F,ios,0a3cef1c25022302f07dd7f2fffda3808d256b2e,1520811211000,30.936.56.713,7
C00002456,O6EW6353-28XT-333L-5W1A-DCW4961XR11D,ios,b7d105c8cf2b68a43099139cc5c8a423fb8fc6b9,1535153611000,24.806.65.687,12
C00002457,b1v9vmrm-uo59-i88a-97l6-437b16293588,android,43085af57cbe4c47149a15109e0d9e2ae88d1379,1567035211000,21.411.53.222,3
C00002458,8th4s61l-w3op-8w9t-h250-ud929s128017,android,7bef01e8ec2ba4f641df04ab78f142a87f160b2c,1537918411000,49.132.08.514,9
C00002459,6H8S0F1A-9Z8G-414W-UXA7-J147C85A5DB3,ios,d9114fa7ea04b432b845c99b38e07531423644e2,1527723211000,25.368.44.394,13
C00002460,D91YPYM5-J45D-367I-2724-MAB8QZNU139L,ios,87113edab41a6fae3cc6c2dd665267f90c1e3485,1523403211000,25.587.91.079,12
C00002461,O7849831-0GM2-3ZT1-X47C-QNOH3D07K0MB,ios,0642e02670935b4578934a92e699fbf3398359ec,1545089611000,72.448.46.447,2
C00002462,K5X6H6X6-873B-D79E-416H-6392SYZY3455,ios,79bcae213bca5ac3ab262639c2acdcb29a35d6ff,1552606411000,87.753.85.654,3
C00002463,7zn1julo-x21f-lvjx-7o69-n1lvef6vgiu2,android,7aed8e778924c18a2e409a8315897ff77c7b16c9,1583451211000,21.529.04.183,7
C00002464,f92p36q9-c3rm-9iip-jc5n-v88suenaz27d,android,6e251f8392be810befe739baf8f96e28b48dafd2,1544484811000,27.551.74.066,1
C00002465,fo94ix50-haqv-2306-zd90-w2b91u047h8g,android,dac4c156c443753d9bd6ac6794ee345c9c893cd9,1572305611000,74.352.67.241,14
C00002467,WOBD5WJB-60N4-AZ3I-738U-499796NP8887,ios,7d1fef0f2982c3efd405e4dc8a26de03444e4a63,1527032011000,27.206.41.985,3
C00002468,a432m1it-j1r3-14a9-73a2-0udo7mg5e0iz,android,63d64ab042eba2e53a545ad672d9f668b9420fb3,1599780811000,53.703.02.827,11
C00002469,SK2PIF46-1252-5LQR-6N2X-DGNK2IO5J927,ios,6f35b7aae24891a7d2276d41b2f6beeb99106c7e,1525390411000,38.130.66.023,7
C00002470,80c71h1m-7200-1i8y-gdq8-44715e7l6aeg,android,ea241865a55719a139dee54f9e6be4a6a1aac489,1521329611000,60.535.91.306,2
C00002471,z09nu2o3-725b-x2r4-z70u-7xm8678b2799,android,2a3bdcbeff9994f33054d1547e9e71539aeb5939,1597102411000,56.026.21.601,12
C00002472,91859pp3-0gas-0619-rf3c-rfe8675ro6tg,android,b2670364d9b49ea0227602ce8b58793a9022d23e,1589067211000,28.362.25.406,17
C00002473,it6q7qtd-b624-dr43-5ao9-t2hp411984u6,android,4129e3d97ce51af61a8d5a038d80d8a0ba0bf278,1570059211000,79.447.02.987,15
C00002474,3K7IZL91-7O38-98W3-U77G-BH6O02R603RM,ios,75e269c562d569fb357d3795f2957787d6c9f869,1573860811000,55.727.11.151,8
C00002475,O1R6LPMJ-YY2M-9254-5P15-UO1JN87986M1,ios,f50bf05e0b153c2a3b2caaa04dcf156f57c73a24,1595460811000,51.786.97.564,13
C00002476,AY910SDC-WWSL-5A8Z-MWS7-79R58ARLFC36,ios,9ae255b850b6ac4cd68f952c5a5e3785912b6d59,1592177611000,55.819.60.561,13
C00002477,QJT8F7Z4-5B87-47TE-E2T5-09S8H718DJ0C,ios,59261817073e3016ced8db21225677a68f2847e5,1599089611000,47.874.47.292,14
C00002478,G9OX72V4-RV24-5IC1-PTZ1-OHUXGKO2M2VL,ios,9b8a7aacfcc3d8a22da75fadcf85942d140fd0c6,1586216011000,66.964.22.411,4
C00002479,70UFI876-X3H9-6XO6-8542-6BVV6YS0F0QF,ios,0648c678397d6fb96298aa917d52d54dccc9d061,1548545611000,98.542.43.910,8
C00002480,IQGH6TOF-U57O-BOG4-6406-73Q18Q5J0ZAM,ios,36b2f81c381e763b4610c2f1efa883019b77f946,1569195211000,10.457.71.147,8
C00002481,7juix9y4-n8k3-r4we-ux53-kr85bl09jc06,android,415454aaaf855bf9e9d44cea97e2f8bfe2dd0a87,1549409611000,48.278.86.470,7
C00002482,b60785dl-17aa-9i5y-7n50-k3666ecnr14l,android,185d2d1b446a724e45697ef2a3413fae22a09e6a,1576539211000,26.708.43.170,14
C00002483,VE22ER24-1467-56Z6-JW2E-01X0IEZ8L669,ios,5038d49f6eebf599405a214471f81f858bf52e00,1600040011000,78.028.81.567,15
C00002484,5DUEG1EH-VDGJ-KQHM-BHKK-2313VVVI06T9,ios,611bd432e46e46ca4899c111b34532c5296a4ad9,1604014411000,16.204.74.175,6
C00002485,7x748fm4-3c3p-rqow-z6jd-z7729o2cb184,android,f3f94cfd0067979c1001c6d2065147f0d451d7cd,1588116811000,22.521.78.146,6
C00002486,847I0KR3-WQA7-RGRI-73G3-R5O8FP77UY4F,ios,45d4178d22b167bea687b31c567255ff2aade62e,1581291211000,44.105.34.298,6
C00002487,HP62TZ79-7I89-W5B7-TGAW-9XOL49ZWFLZJ,ios,8d76b7e043356a49cda40c91f70b4edb7dccdc91,1524353611000,32.029.02.997,6
C00002488,1Z9T343J-5BR2-2318-O76C-UL53H847HH5U,ios,092b9a5779642e18f41c02cb1ac2b9a6d2f400d1,1534721611000,42.967.66.992,5
C00002489,W675L9KM-T4ED-89EQ-Z779-079T897UC853,ios,e7cff05c285db12fdd23a5aa96c1f0be28ac127d,1570836811000,36.604.94.978,3
C00002490,0x6yz9l9-4c33-rr7a-1a3x-0c4yk2ue11lu,android,135be28b450e8f27b6f80f4942d2d6212f89e63a,1551224011000,40.858.82.363,7
C00002491,SRDZS6Z9-71KA-9454-5087-714H125I7ZAM,ios,730a2a401f3985f8b86c0a1b585db18c43318d66,1543102411000,25.591.48.367,13
C00002492,EJ6SK731-4Z68-8BYM-EATH-CMTA21H20099,ios,958658b7c8373d628c4d8ee2b16c046a3960900e,1547336011000,53.067.94.851,5
C00002493,B5O3S67I-G45T-ZB78-65QY-014D6BO6LU23,ios,390371396ca1d27c252f604d54135069fe2e7154,1602718411000,96.266.56.724,2
C00002494,jy38517o-23wn-r1y6-x26w-41n566ee4t67,android,9749594794a294c51bbe6d707e9ff03bcabf7892,1591140811000,99.039.52.263,11
C00002495,MP7098RA-H990-1PGC-4KC6-15HVIHU2YB0I,ios,7a774829a7ab5a48fe187ec4b40e9d7ecabd00e4,1571268811000,92.785.48.871,11
C00002496,bk3c1hv9-do38-a21d-gxw2-pl6vgt6646i1,android,e48b906fb5d614ad70bde53a3b491d23573ff610,1590104011000,96.473.06.517,10
C00002497,EA5W047I-11K5-X31V-HAFH-791XB10H4Z40,ios,86f06fec372de5b327adff0ce56b5231bee2a0d9,1587944011000,19.740.46.121,7
C00002498,vt1yf5x6-sr6s-2ffg-x09j-ulc1qul3ad10,android,ccda17ab0ebad6cc138ef38ec2e5bd536c11fe88,1566862411000,79.886.00.581,9
C00002499,61T70X3W-D57Z-6913-NRO9-A2AZYTC37I56,ios,4ce8a4cb3ad571832364742ab2ea0b39871b378a,1542584011000,74.036.03.012,12
C00002500,75vcg30j-pj0p-y6x8-gr4k-3vx5t58zwg8l,android,9fcfcd9c199bcf9f80d974a4d8f10864c1be8be4,1522020811000,59.682.72.202,8
C00002501,qj1567tc-p2yq-31j3-j6sh-5e22esfnty5f,android,6beee366b0a27cea78f2e9ec856faed3564650c7,1597102411000,41.782.85.950,15
C00002502,ZM1TX8C6-XZQD-9G56-U8K6-0N489B45WV5A,ios,ca0ba27f5f51bc5bf34499fc7eb49597343d1bb4,1541547211000,87.495.45.476,17
C00002503,y6wk7lm7-vd3z-si32-b94q-55xxasyp0b76,android,4c08245bc197470fa15d7c4531953b19498ac6db,1579304011000,63.905.15.722,2
C00002504,S4RK9NG3-4466-Q3R8-5VTG-20IZ57VSYZC9,ios,dbe683563fc6f0ebee8d692e747fdf1256b52b39,1547249611000,94.208.91.532,16
C00002505,3hu94gt5-8em0-3e73-j7cv-xy9g44v3s37a,android,9d4d88c0133a33b1eeeb225545360f3eaed9e7a4,1572392011000,21.235.56.218,3
C00002506,z2h1kz94-y076-stt6-34g3-op67489u29jt,android,6979d92524c26865e0fb4deee8a4fc5c559572c8,1546644811000,63.844.59.133,2
C00002507,k0hi73mh-9d00-flx5-p2wg-k8wr6h139ria,android,fd32ed767cd235d853e0488f1f31ad413f67ea69,1522712011000,61.225.03.645,15
C00002508,7WF9K866-BME3-N3WV-IEQG-YFZ329FT9B83,ios,8fda52ce95a22a189ac4b0056cf184f3a782f598,1545867211000,62.628.08.939,5
C00002509,9rw2b3h1-1p77-3sjp-xs60-3k4jj09r2p85,android,65fb819dbddee265429f43668a00daf44314b417,1565307211000,49.547.06.996,1
C00002510,22f38fl8-er4y-9omz-586e-1im67g038t7e,android,449302edc8d38cc4703cbca81561866fb06816f4,1541201611000,39.999.00.397,8
C00002511,w5k8o4zp-7121-by8r-7342-mbve49b81g0m,android,cc0467da40a3cfa17dd9ab1c16b6ceac4de85ce1,1604705611000,47.227.39.885,11
C00002512,8OR5YPYR-8856-5O71-JTAJ-T920KQFG7V5A,ios,fcb4cb08bb2c8f09f09be8d88ac3c31cd80a901e,1572392011000,59.566.80.607,17
C00002513,X0N77ODL-8EYF-3074-GX9I-U7MKPSW392CH,ios,290a0b6ce34e52666e38335c78de69458d5b58fb,1578785611000,59.256.39.661,11
C00002514,N00EX95F-P372-294R-PXC4-9X9J062GR661,ios,47a4ff59492df992899ba1f7d115b00f484cb1c1,1524699211000,36.084.93.068,15
C00002515,4r4ym6q0-z3kc-gw64-n2fr-g4y09oz86206,android,974d065c8dc5b18fea8911cdbe8dd9db24d02949,1552952011000,66.461.99.403,14
C00002516,fyrj9y6h-k5rn-75rt-i38h-08409k0b3vka,android,0d5ec7929eebe3ae5331306dcccccceaf7c1cd62,1571528011000,27.811.59.841,13
C00002517,JVLFL89V-2LRQ-9BW1-73BG-THFFF4WAD25V,ios,04d68ed8bf04e85f7244da6c5286fb2669997d3f,1593905611000,15.928.21.339,11
C00002518,I7B76634-P1KC-81UH-KC6Z-E4HS1C1W9A16,ios,d14adc4b06693182f52742b9aa618816d617210e,1593128011000,77.922.58.970,2
C00002519,V3M11EC6-ZX27-DCC5-0775-G9A11D50MX7T,ios,f61cc86c99ec2bbfa3e9b053bd7cf5f9ad7d67f1,1588289611000,10.261.72.780,14
C00002520,2uiku7z2-nus3-b090-1073-65hv717bpcs1,android,68464a83b377177307b9e84f8e22f06dac6741bb,1567812811000,51.651.24.641,13
C00002521,N47IV9W8-WR4Y-JY4H-HF0S-92MT5402MIF1,ios,70e51de160c50a0b525102685b4510f302a66e3b,1565566411000,30.008.17.656,5
C00002522,SM1B87C6-452O-K8PG-QUB0-L4NT8SI7O468,ios,b7fc78f7a0e034fa06e8ccf9033aab9011f5e046,1531956811000,87.643.66.490,8
C00002523,4582lav8-s3fw-94bc-01ry-3dd534x4iym2,android,86d621aa5faafd8efa4cc6f29c73cc315cfddd32,1591227211000,93.847.03.167,17
C00002524,J48S0R4T-L01T-LEF2-4452-8F5Q998P80T1,ios,01dc22d8c49b31a48652606555815efedc6d0bd3,1590968011000,15.367.45.145,15
C00002525,zf7p77iq-bb3s-7926-7b56-tvhdf9muy0lp,android,86119150834b3891e46504477053f4156e208ba1,1523316811000,87.722.16.352,4
C00002526,98qwrql4-t431-ecqz-ubul-pxl07d5s7786,android,b5529be34ad49da2dbd8a26977b28bad9736643f,1548200011000,21.079.65.310,2
C00002527,E547923Q-WUM2-GL59-4MH5-QZTQYW9XZR1G,ios,1a3eba1fa739a480bacaad4c5fae26e9d2d1292f,1530833611000,50.791.05.338,10
C00002528,8d78pv95-436y-i83n-r9e2-e13dg360zo1v,android,6f972660bffae48328fafef1ea03b3a11fd22eb4,1602027211000,76.469.84.190,15
C00002529,00qin4v4-i061-0s06-n57r-n8l4c7y10wr6,android,b7a20dd91d8e18638189af01b4808993f126e067,1568590411000,41.581.90.436,3
C00002530,6041O429-L2BK-MR0O-6466-P4C573OA6451,ios,a89cbe945de4a83c966dc85004ecf5403365ed3a,1572305611000,38.602.50.343,8
C00002531,4z49zx58-mo94-4w34-kr2g-02w2vpdgxb45,android,be886aaaca8615ae0fc9fe65fc52fc4efb07ad66,1597188811000,48.892.00.622,3
C00002532,Q8Y3UYVV-9Y88-O0U0-X419-7IHUISGDH39S,ios,5fa75201f1af3f718fbd19b37e2a9900d6ab9aed,1589758411000,85.702.56.862,2
C00002533,i43j332w-vo51-365d-j265-t92j9to43wg7,android,111f205ca81e729970f7c77d60d0aafa030f0b63,1549150411000,93.074.98.108,13
C00002534,7ZG1M03S-FWQQ-4EUH-35AH-A0JL4AY00B4E,ios,b57ac0892797da47b576605d0de89dff5ee3f22e,1521243211000,98.649.47.906,6
C00002535,W22Y6H79-UOVG-4R53-VAUS-0V2430PIM54I,ios,5ff7c9eb5b58922723a760635d39d3fbf8e2d987,1572996811000,72.265.07.363,8
C00002536,XYYD4008-J877-FMH7-FNIA-FR4B30XH2UA5,ios,bc666cec17127b89faa30c1d5f6d5d59ba3f5af3,1574724811000,85.356.10.792,13
C00002537,JN6GK447-YFW6-L6KC-IPRR-PITW9911N5P9,ios,7360636841f463036e773cf2fb642bc6d7f56b84,1569368011000,80.982.85.195,5
C00002538,17ccg5oe-e346-879m-1845-3eur33881284,android,dc967b431e49c51ae893827a5cce4617066e6b63,1590536011000,42.111.14.741,16
C00002539,33L78ZP2-7NA9-1OO9-8OFM-WE1QQ2D5B4PA,ios,179fa8f046a0a11281319e756988aa368937e4af,1548200011000,95.993.11.069,6
C00002540,g4mzz73x-62i8-4d5i-u632-8044d03k8v4k,android,a6a0eb0288e8edf400e20cd102ec31b2870b9d3e,1538523211000,50.158.90.999,10
C00002542,u8p7inlz-066h-c729-92l1-ziu4a57yr744,android,b0e2ebdef719116243cb02bf1086dff5cf70e4bb,1552692811000,46.854.74.832,1
C00002543,rk4w0f4e-856p-9970-v783-nolc114i3u3y,android,fd22fde5d7da0017baf124f1b0897d405e9599ef,1571960011000,39.438.11.271,1
C00002545,111kcje2-137u-m21l-tp62-aa5aoo063v1p,android,fa1fe333598558238cd26dcc140afe3bf1d4ad13,1530833611000,93.323.17.433,2
C00002546,9WW2A0U9-YF55-U4K7-3Y8P-3XYX382I88VE,ios,9411ff307c1bf7ecd3bdd1ddbeae05737f930250,1578353611000,47.329.48.234,9
C00002547,jm30590m-z284-2852-qgx3-8j6j4csb0ra7,android,1405b53f59f6fd7632aaa1d084d1e184e657b55e,1601249611000,22.748.10.161,15
C00002548,5yg8uq99-jips-34ih-p15t-54747091yxqi,android,6527a879cf885f7869a61d1e35ea7d4015e67240,1523748811000,77.751.38.917,15
C00002549,5uyvhrw7-0eei-n078-bjc7-r3845mp130pl,android,f42a56aca712426b8026f6083566680246d0d9f5,1519515211000,99.991.56.239,13
C00002550,7r3w84jq-091h-vv00-m568-4488xw684i48,android,460e4535452213b2e698bbdc2c48a377ee69caad,1520120011000,36.676.10.760,1
C00002551,4200HMW8-62J9-6F39-0V38-F506V38J7H2D,ios,5a7eb1ab104cece6e85a0457099465886b056e51,1542065611000,69.281.02.672,1
C00002552,fhsl0ik4-911e-q41r-6hn7-j1exds9o53c0,android,ab21b601a5939a603fe65a07970538c1686555ae,1529019211000,91.463.20.189,8
C00002553,73k81r89-xbm5-3912-2b3a-89q23w22uffk,android,2c3f6d3e8bedad4a574d67a9ccee349e48997759,1585956811000,38.951.15.621,12
C00002554,8wl9901l-41sq-64yh-fpv2-4080bh8b0g42,android,23e924a2546cdabe1828c3a28a8044cb86939205,1524612811000,34.935.39.220,17
C00002555,3TNL232H-97JH-P00F-86M0-GKASS9783G55,ios,269efb78b53d5b0d1fa2cf7fc9d76c79a8c7f56a,1594942411000,93.698.62.338,17
C00002556,4UMZUT75-C64I-05UF-XQ0I-GV6IC9T5H21I,ios,3f8fd41d290dbb94dda918857f572a23a30c72ce,1600385611000,96.176.49.835,12
C00002557,E15HE7TM-63M5-CI65-PWQ6-XX5ZY7M3KK69,ios,10dee40163625483dc91335dce6e84e3d3f08ecd,1575416011000,75.875.76.291,1
C00002558,TKKGDSSF-J604-41QB-94QW-8EWG43281877,ios,1196e3a90bf4c2c4adeedad537b833728ca26992,1543102411000,36.542.52.337,11
C00002559,8hyyx21q-a94q-p97a-0sm4-14dt401uo4r4,android,ef52ea91f58ed8d2ad142ccd3407a19641bf9b06,1552520011000,87.530.08.138,8
C00002560,T3T0V9L4-4444-NKAZ-X38J-70T9SNQCC7H7,ios,57e30b77324326edba030dcce9ca7beea89c0eef,1564702411000,53.095.22.890,15
C00002561,R0325277-2040-OI7M-5MZI-I64X9FOH62RT,ios,86b72de6ad8c2d849d337ed2de08eb2e4f0d28a1,1588808011000,23.770.91.847,9
C00002562,8881v240-h8bn-9bgv-b617-6k03s9k374z8,android,a744b203f485de5519475bb8e131096f0d326adf,1526600011000,81.576.17.931,13
C00002563,13s7g274-5h35-xjlt-puh9-b68931ffd8jw,android,3f9257bb02e158e1f455ea9142f26356da404b95,1569800011000,90.573.14.256,10
C00002565,h2eh1483-v111-fckr-qgl1-5o91p9y6465s,android,3729b92c93bc724e23d176c77aa8bb4c27f913a7,1575416011000,65.205.19.495,16
C00002566,7M51UY7M-4U05-KTN8-88Z7-59CLY0EI2768,ios,5f1b0cb53c30d78da36be4117449e50385d885b4,1566257611000,95.538.20.915,16
C00002567,boy424q1-k0au-5h3j-8vhl-1h1np498231o,android,4185094766caa76802c0ad1ae3e00ce4cf2b41ce,1577576011000,42.653.43.073,14
C00002568,Z2XG8JU8-PWM8-986X-0R61-DGS0S1DP7ID5,ios,19d996bc47f4527fecc62a5e408bc16d5f5c17bc,1591054411000,69.376.81.794,11
C00002569,82ua6pdz-xq7c-8p90-29f5-n622xtu71mdt,android,f35210923ef8738960c64508ac30e89e9ebec2ca,1596238411000,27.253.41.979,15
C00002570,m46i39c2-kzz3-sz0f-p149-j6bc4py53qj0,android,8cb2f792cfeeeb6aa7e35b70fc0252fbcd41d24e,1548286411000,64.518.63.283,12
C00002571,d507jfo3-w2ug-0tk5-z47n-d6so462fam86,android,e7d0af2c84c4cf5efb1b48ab62ee606e7f79e0ee,1553211211000,58.441.90.701,6
C00002572,Z5Y7ANE3-71R1-V9AN-M55R-250278J53CBU,ios,0bd22fa0bd6faa59fac810f98a78222319be741c,1595892811000,71.547.80.465,12
C00002573,2U1MKKJX-H9R4-Z2KX-0Q0R-8O6VWB9O2DZH,ios,3c9635dad49e5e93d846ebe24bde98c5f89d2573,1534462411000,17.436.02.559,10
C00002574,tezw7xy4-95ow-7ld9-9v5j-us889q4nti31,android,ccdb18b5643a23b3446c0414941b2ca62cb8aa80,1556926411000,68.398.89.755,10
C00002576,1K49KM6X-ED92-E4WY-LYW4-E4773B3O7240,ios,99d7816513b9cd81b122c04602fa95d69dc918a0,1529278411000,62.488.15.585,8
C00002577,3k6vn9su-o37b-uy2x-aeb1-odlsftz76tr6,android,1166a2dd35a24cb70012b32949658cbfcc4c04d7,1593473611000,17.434.31.545,8
C00002578,RK8640Q5-SGF9-Y81G-KK32-8LLP9WX2K943,ios,c35b83f3dd4cc59a8532ac5749818d4d1a537af5,1553124811000,25.549.28.660,17
C00002579,d2v84u89-435f-96m5-ml2h-5v067ro588te,android,113d2d92c6a6bd248596f4c6d452d02ac00f355e,1552260811000,79.620.87.254,11
C00002580,4c4lz2ty-hjrt-145b-5ip9-04h87h1o63i4,android,36e98dcb822292fb1fdba23fc8d90d79921c996b,1536881611000,91.750.61.392,16
C00002581,63qi3394-ebxx-66bd-es2f-ufef533qyx56,android,50491c281dbfbbfb75f6d4a8a37eb17b02aa6ede,1588462411000,66.429.74.427,12
C00002582,y94opm1e-nges-c9m1-2u61-cssl0zza1m55,android,1b960ddc1fef61802c6155f930dc992602ccaa81,1565566411000,56.254.92.357,17
C00002583,ay9wlh94-14i3-hn95-jh51-45iw71v00n26,android,7e7263b77765270694031bcace95f0c32ba131e7,1581809611000,74.531.60.462,14
C00002584,K5GJP105-5896-D500-VC1D-SDW5W96NVC97,ios,d1c050a010dba40a82cbb9afd6c71afc7f2975b7,1576452811000,23.037.67.784,17
C00002585,T67032U8-9335-LK3K-FW63-D88D38JMDNW0,ios,b4c1f192c39d3201f297cae15d912ea3952a3beb,1542929611000,75.427.74.117,11
C00002586,P0NIU4RF-S91F-Y324-4FUD-81HLW2909V9U,ios,9eda8036b86f021e910f07c0cfbeb6acc585d9cf,1556580811000,46.957.03.163,6
C00002587,8bmc660v-0655-qm66-p51y-8f07t7i36h22,android,449885fed98473dcaef469ebc14d4d801c3e32ba,1535585611000,26.418.11.072,17
C00002588,f8ap045j-d7vf-mot0-ys1h-czmks056y796,android,20aad91deb50fac72c2c83c1bbd5b4798ac6d017,1524526411000,64.634.70.965,14
C00002589,85PA8W8E-23P3-3GM5-NM86-3Q9D53NK9794,ios,90d650a185e6ba0f4a6961e17029369d8c44ad88,1589931211000,18.505.66.119,2
C00002590,ufke5odn-s0be-w63v-272j-42c8x45vvhk9,android,d87bdbf4bade41c6a908102d2ec935b77a642f11,1544225611000,80.036.66.502,6
C00002591,LZ3Q3EVZ-XTCT-EEKW-AEVL-1PJQ1VX160KT,ios,1cab32f77116131952a094aea8c5a905ee6b90c9,1528760011000,67.091.42.277,2
C00002592,3hzb2r30-i8me-5r41-7931-a748d82bu88o,android,a5e91d2e6aa7cbad7dc08616d5317dfedd4caf20,1565566411000,67.056.63.058,8
C00002593,028S92UJ-5GX0-7H82-22LP-26Q40810LG0X,ios,34764f8b075e6b6b2bde6f062fa22552a117b137,1542497611000,17.180.49.721,8
C00002594,93314650-A0PY-5MEP-90R9-IYE946647158,ios,3aa5d508e0f4336d4adfd3c2eb9bef5f518d1140,1530920011000,91.848.37.489,6
C00002596,6s0ybsu4-22xg-uptf-n405-1221720184lt,android,7b1e97a7042982554cd30cb911ac3c48219a2f35,1561937611000,55.538.61.176,6
C00002597,f87mo5h1-49po-r4ic-04zw-u4svd1utq58p,android,20ca9194858b6cd9bc04c2a1de00bd8454c290c6,1580772811000,23.760.96.385,13
C00002598,42sgyyau-xiu6-5415-38a8-slg90t30eur7,android,0b72e33162b03aaf8b5c248e630a526ad31b5185,1534548811000,84.803.40.560,7
C00002599,38KM785P-BYVP-E0RG-2LR7-2H9Z47408OKX,ios,6b3bc5f10f31e49f3469910ed25597909d1a25d7,1595720011000,63.801.74.804,4
C00002600,I3FM80WI-9F96-B4WU-PBI7-9U25C69GUBO9,ios,bca200afc7e0e059b8fe9ff4ec5341cff515a85a,1532216011000,88.692.75.043,12
C00002601,Z82616L4-GED1-O338-H4W6-8153YF5N6PXS,ios,9caf0300e14c082755a475cdb0677ed9570fa8bd,1604705611000,45.126.35.407,17
C00002602,xi2g6wnb-j64s-drxd-0ecu-fndfw41kveq5,android,730eee8bf5279026e52b0754e6e4858569e48dae,1550014411000,14.796.74.811,7
C00002603,4g2jn2u1-9tgz-08mo-7jw9-rdvcch61n04x,android,4be316034c38e5050960297abb6b8aa691ff6a33,1522020811000,18.579.98.718,12
C00002604,g5j47908-ijh1-8f86-v0wu-63oy4gu75lky,android,c9af92044eb6008bd2b4ad54449542d59dd64084,1597361611000,47.436.50.453,7
C00002605,13rp8e7o-3o15-265w-mzan-xn083t92zlk0,android,214e229c178233dad63a6fb775211c1c09b67720,1534116811000,28.067.93.121,13
C00002606,16PH68PL-Z0A4-VY2Y-9SX2-I810O9F49P1M,ios,656037aaaafb33e6f8f2a8a038664e20cd1130e9,1520033611000,22.508.24.038,14
C00002607,13368zk0-0nhd-p2qo-ymj8-vpy6qqa4kggz,android,de19c489c25d950bb4b1229276d149334be7e30d,1537054411000,30.398.82.183,3
C00002608,2MSMLBKN-0JEX-MSXP-2B25-8GB6LN17KF51,ios,4b42876923f28bcd1269ae64d864d194aa3f6ea7,1579217611000,46.643.26.981,7
C00002609,9782M748-8G94-KB03-IK4G-UL59ZHV40537,ios,2470d565e6efb70f1903ca29740433532f99ec48,1563924811000,42.784.74.711,6
